title,location,link,company
Praktikum im Bereich Prozessentwicklung Laserstrahlschweißen,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Prozessentwicklung-Laserstrahlschweissen-Stuttgart?id=744000056687995,Bosch
Mandatory Internship in the Development of Manufacturing Processes for MEMS Environmental Sensors,"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Mandatory-Internship-in-the-Development-of-Manufacturing-Processes-for-MEMS-Environmental-Sensors-Reutlingen?id=744000056420569,Bosch
"PreMaster Programm - Softwareentwicklung mit Fokus auf Data Engineering, Machine Learning und Generative AI","Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/PreMaster-Programm-Softwareentwicklung-mit-Fokus-auf-Data-Engineering-Machine-Learning-und-Generative-AI-Stuttgart?id=744000056110555,Bosch
"Praktikum im Bereich Frontend-Development UX, C#, XAML, WPF","Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Frontend-Development-UX-C-XAML-WPF-Stuttgart?id=744000055705175,Bosch
Praktikum im Bereich Softwareentwicklung Medizintechnik (w./m./div.),"Waiblingen, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Softwareentwicklung-Medizintechnik-w._m._div.-Waiblingen?id=744000055479145,Bosch
Working student in 3D Animation & Video Editing (w/f/div.),"Kusterdingen, Baden-Württemberg",https://jobs.bosch.de/job/Working-student-in-3D-Animation-Video-Editing-w_f_div.-Kusterdingen?id=744000055269647,Bosch
PreMaster Programm - Softwareentwicklung Digital Innovation im Bereich GenerativeAI,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/PreMaster-Programm-Softwareentwicklung-Digital-Innovation-im-Bereich-GenerativeAI-Stuttgart?id=744000055261405,Bosch
Master Thesis Functional Development of Sensors,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Master-Thesis-Functional-Development-of-Sensors-Stuttgart?id=744000055019385,Bosch
Praktikum im Bereich Verpackungsingenieurwesen,"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Verpackungsingenieurwesen-Reutlingen?id=744000054527585,Bosch
Internship in Embedded AI Engineering,"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Internship-in-Embedded-AI-Engineering-Reutlingen?id=744000054490464,Bosch
PreMaster in User Research bei Bosch eBike Systems (m/w/d),"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/PreMaster-in-User-Research-bei-Bosch-eBike-Systems-m_w_d-Reutlingen?id=744000054243705,Bosch
Praktikum im Bereich Konstruktion und Methodenentwicklung,"Schwieberdingen, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Konstruktion-und-Methodenentwicklung-Schwieberdingen?id=744000054191612,Bosch
Internship in 3D Animation & Video Editing,"Kusterdingen, Baden-Württemberg",https://jobs.bosch.de/job/Internship-in-3D-Animation-Video-Editing-Kusterdingen?id=744000053636285,Bosch
Praktikum in der Entwicklung zukünftige Gebäude Energiesysteme,"Wernau (Neckar), Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-in-der-Entwicklung-zukuenftige-Gebaeude-Energiesysteme-Wernau-Neckar?id=744000053136580,Bosch
Internship in Transforming Systems Engineering with Generative AI: Automated Requirement Generation and Architectural Design Exploration,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Internship-in-Transforming-Systems-Engineering-with-Generative-AI_-Automated-Requirement-Generation-and-Architectural-Design-Exploration-Stuttgart?id=744000053091992,Bosch
Master Thesis Representation Learning for Radar 3D Perception,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Master-Thesis-Representation-Learning-for-Radar-3D-Perception-Renningen?id=744000052894262,Bosch
Abschlussarbeit zur Evaluation des bestehenden Business Continuity Managements,"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Abschlussarbeit-zur-Evaluation-des-bestehenden-Business-Continuity-Managements-Reutlingen?id=744000052842455,Bosch
Internship in Development of a Program Code for Gear Design,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Internship-in-Development-of-a-Program-Code-for-Gear-Design-Renningen?id=744000052629350,Bosch
Pflichtpraktikum-PR SW-Entwicklung Steuerungs- & Automatisierungstechnik I4.0,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Pflichtpraktikum-PR-SW-Entwicklung-Steuerungs-Automatisierungstechnik-I4.0-Stuttgart?id=744000052290024,Bosch
Master Thesis Automated Driving Systems,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Master-Thesis-Automated-Driving-Systems-Renningen?id=744000051723573,Bosch
Master Thesis in Exploring Deployment Optimizations towards HW/SW Codesign - remote possible,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Master-Thesis-in-Exploring-Deployment-Optimizations-towards-HW_SW-Codesign-remote-possible-Renningen?id=744000051720126,Bosch
Praktikum Moderne Methoden der Minimalmengenschmierung und Tribologie,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-Moderne-Methoden-der-Minimalmengenschmierung-und-Tribologie-Renningen?id=744000050002068,Bosch
Pflichtpraktikum im Bereich Research and Development / next generation AI in der Industrie,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Pflichtpraktikum-im-Bereich-Research-and-Development-_-next-generation-AI-in-der-Industrie-Stuttgart?id=744000048964235,Bosch
Internship in Software DevOps - Embedded Middleware,"Abstatt, Baden-Württemberg",https://jobs.bosch.de/job/Internship-in-Software-DevOps-Embedded-Middleware-Abstatt?id=744000048518376,Bosch
Master Thesis Reliability Analysis and Uncertainty Quantification Using Generative AI for Battery Diagnosis within Automotive Onboard Power Supply Systems,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Master-Thesis-Reliability-Analysis-and-Uncertainty-Quantification-Using-Generative-AI-for-Battery-Diagnosis-within-Automotive-Onboard-Power-Supply-Systems-Stuttgart?id=744000048307907,Bosch
Master Thesis Data Augmentation with Physics-Guided Diffusion Models for Probabilistic Safety Assessment of Battery Diagnosis,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Master-Thesis-Data-Augmentation-with-Physics-Guided-Diffusion-Models-for-Probabilistic-Safety-Assessment-of-Battery-Diagnosis-Stuttgart?id=744000048306430,Bosch
Thesis in Development of a Program Code for Gear Design,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Thesis-in-Development-of-a-Program-Code-for-Gear-Design-Renningen?id=744000045702952,Bosch
Werkstudent im Bereich Elektronikentwicklung (w/m/div.),"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Werkstudent-im-Bereich-Elektronikentwicklung-w_m_div.-Reutlingen?id=744000040305090,Bosch
Praktikum im Bereich Zuverlässigkeitsgestaltung Wärmepumpe,"Wernau (Neckar), Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Zuverlaessigkeitsgestaltung-Waermepumpe-Wernau-Neckar?id=744000038475056,Bosch
Werkstudent im Bereich Zuverlässigkeitsgestaltung Wärmepumpe (w/m/div.),"Wernau (Neckar), Baden-Württemberg",https://jobs.bosch.de/job/Werkstudent-im-Bereich-Zuverlaessigkeitsgestaltung-Waermepumpe-w_m_div.-Wernau-Neckar?id=744000038467805,Bosch
PreMaster im Bereich Digitalisierungskoordination im Backend der Halbleiter- und Sensorfertigung (m/w/div),"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/PreMaster-im-Bereich-Digitalisierungskoordination-im-Backend-der-Halbleiter-und-Sensorfertigung-m_w_div-Reutlingen?id=744000036689631,Bosch
Bachelorarbeit Modellierung eines digitalen Zwillings in Process Simulate,"Bühl, Baden-Württemberg",https://jobs.bosch.de/job/Bachelorarbeit-Modellierung-eines-digitalen-Zwillings-in-Process-Simulate-Buehl?id=744000029867350,Bosch
PreMaster Programm im Bereich Engineering - Ionenimplantation & Physical Vapor Deposition (m/w/div.),"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/PreMaster-Programm-im-Bereich-Engineering-Ionenimplantation-Physical-Vapor-Deposition-m_w_div.-Reutlingen?id=744000016082125,Bosch
PreMaster Programm in der Fertigungsoptimierung (w/m/div.),"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/PreMaster-Programm-in-der-Fertigungsoptimierung-w_m_div.-Reutlingen?id=743999997769110,Bosch
Werkstudent im Bereich Data Protection Applications (w/m/div.),"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Werkstudent-im-Bereich-Data-Protection-Applications-w_m_div.-Stuttgart?id=743999976099242,Bosch
Werkstudent/-in für die Entwicklung,"Giengen an der Brenz, Baden-Württemberg",https://jobs.bsh-group.de/38737-werkstudent-in-fuer-die-entwicklung/job.html,Bosch
Praktikant für Digitalisierungsthemen (m/w/d),"Bretten, Baden-Württemberg",https://jobs.bsh-group.de/38720-praktikant-fuer-digitalisierungsthemen-m-w-d/job.html,Bosch
Werkstudent/-in für Eis-& Wassersysteme,"Giengen an der Brenz, Baden-Württemberg",https://jobs.bsh-group.de/38634-werkstudent-in-fuer-eis-wassersysteme/job.html,Bosch
Praktikant in der Dampfbackofenentwicklung Consumer Centricity (m/w/d),"Bretten, Baden-Württemberg",https://jobs.bsh-group.de/37789-praktikant-in-der-dampfbackofenentwicklung-consumer-centricity-m-w-d/job.html,Bosch
Praktikant Verfahrenstechnik (m/w/d),"Bretten, Baden-Württemberg",https://jobs.bsh-group.de/37761-praktikant-verfahrenstechnik-m-w-d/job.html,Bosch
Schülerpraktika 2025 - Technische Ausbildung,"Bretten, Baden-Württemberg",https://jobs.bsh-group.de/32424-schuelerpraktika-2025-technische-ausbildung/job.html,Bosch
